name,price,categoryName
"Lite Biography 5803",349,"Books"
"Elite Cycling Gloves 5804",499,"Cycling"
"Digital Ceiling Fan 5805",31099,"Appliances"
"Compact Convertible Tablet 5806",37299,"Tablets"
"Pro File Folder",2899,"Office Supplies"
"Portable Camera Phone 5808",18099,"Smartphones"
"Smart Meditation Cushion 5809",1249,"Yoga"
"Smart 1000 Piece Puzzle 5810",1499,"Puzzles"
"Eco Friendly Dumbbell Set",10499,"Sports & Fitness"
"Wireless Manga Volume 5812",1499,"Comics"
"Professional Sun Shade 5813",2899,"Car Accessories"
"Fast Catan 5814",2399,"Board Games"
"Dual Ballpoint Pen 5815",999,"Stationery"
"Elite Non-stick Pan",1299,"Cookware"
"Fast Superhero Comic 5817",649,"Comics"
"Advanced Iron Box 5818",23299,"Appliances"
"Fast Ceiling Fan 5819",13799,"Appliances"
"Classic History Book 5820",1099,"Non-Fiction"
"Portable File Folder 5821",1249,"Office Supplies"
"Premium Football",15999,"Outdoor Sports"
"Digital Yoga Block 5823",1799,"Yoga"
"Smart Room Freshener 5824",10399,"Fragrances"
"Eco Friendly Card Game 5825",649,"Board Games"
"Ultra 5G Phone",49899,"Smartphones"
"Fast Jacket 5827",1599,"Clothing"
"Advanced Serum 5828",1249,"Skincare"
"Premium Dino Figure 5829",2599,"Action Figures"
"Compact Running Shoes 5830",4499,"Footwear"
"Slim 1000 Piece Puzzle 5831",1649,"Puzzles"
"Elite Cleanser",4149,"Skincare"
"Pro Foam Roller 5833",1199,"Yoga"
"Advanced Leggings 5834",5449,"Women Fashion"
"Professional Jump Rope 5835",6649,"Sports & Fitness"
"Portable Perfume 5836",8699,"Fragrances"
"Ergonomic Car Polish 5837",1299,"Car Accessories"
"Portable Resistance Band",7599,"Sports & Fitness"
"Compact Sandals 5839",11699,"Footwear"
"Heavy Duty Earbuds 5840",8499,"Electronics"
"Ultra Fantasy Book",599,"Fiction"
"Elite Badminton Racket 5842",19099,"Outdoor Sports"
"Ultra Storage Box 5843",2949,"Home & Kitchen"
"Smart Science Book 5844",1199,"Non-Fiction"
"High Performance Biography 5845",1999,"Books"
"Portable Jacket 5846",4699,"Clothing"
"Smart Anime Figure 5847",1499,"Action Figures"
"Slim Jacket 5848",2099,"Clothing"
"Advanced Helmet 5849",1599,"Cycling"
"Compact Dinner Set 5850",1749,"Home & Kitchen"
"Portable Study Table",20899,"Furniture"
"Heavy Duty Bed Frame 5852",71499,"Furniture"
"Wireless Android Tablet",15499,"Tablets"
"Eco Friendly Pliers",3799,"Tools & Hardware"
"High Performance Mystery Book 5855",699,"Fiction"
"Ergonomic Bookshelf 5856",48449,"Furniture"
"Heavy Duty Remote Control Car 5857",6699,"Toys & Games"
"Fast Screwdriver Set 5858",4899,"Tools & Hardware"
"Ultra Sunscreen 5859",599,"Beauty & Personal Care"
"Digital Air Fryer 5860",39699,"Appliances"
"Slim Hair Mask",1099,"Haircare"
"Ergonomic Toy Train 5862",3249,"Toys & Games"
"Professional Football 5863",699,"Outdoor Sports"
"Digital Graphic Novel 5864",999,"Comics"
"Professional Geometric Box",1399,"Stationery"
"Digital Mattress Protector 5866",7599,"Bedding"
"Portable Jacket 5867",1599,"Clothing"
"Premium Kids Tablet 5868",31899,"Tablets"
"Elite Formal Shoes",1249,"Footwear"
"Digital Weight Bench 5870",65699,"Gym Equipment"
"Heavy Duty Toner 5871",3899,"Skincare"
"Compact Highlighter Set 5872",1199,"Stationery"
"Smart Office Chair",27999,"Furniture"
"Professional Hair Mask",599,"Haircare"
"Wireless Sticky Notes 5875",1949,"Office Supplies"
"Eco Friendly Body Lotion 5876",1599,"Beauty & Personal Care"
"Compact Attar 5877",11999,"Fragrances"
"Classic LED Monitor 5878",52299,"Electronics"
"Advanced Study Table 5879",47299,"Furniture"
"Classic Storage Box 5880",749,"Home & Kitchen"
"Eco Friendly Comforter",1599,"Bedding"
"Eco Friendly Office Chair 5882",63999,"Furniture"
"Eco Friendly Body Lotion 5883",1399,"Beauty & Personal Care"
"Fast True Crime",399,"Non-Fiction"
"Wireless Face Mask 5885",2949,"Skincare"
"Advanced Mattress Protector 5886",5049,"Bedding"
"Dual Workbook",1099,"Academic"
"Ergonomic Hair Mask 5888",1699,"Haircare"
"Pro Android Phone 5889",72299,"Smartphones"
"Eco Friendly Blazer",5049,"Men Fashion"
"Classic Kurta 5891",5499,"Men Fashion"
"Wireless Face Mask 5892",999,"Skincare"
"Fast Cookbook 5893",2099,"Books"
"Advanced Philosophy Book",1399,"Non-Fiction"
"Advanced Face Wash 5895",2599,"Beauty & Personal Care"
"Compact Dry Shampoo 5896",2299,"Haircare"
"Digital Anime Figure 5897",399,"Action Figures"
"Premium Body Mist 5898",5399,"Fragrances"
"Slim Thriller Novel",699,"Fiction"
"Compact Bolster",2299,"Yoga"
"High Performance Dino Figure 5901",4699,"Action Figures"
"Eco Friendly File Folder 5902",2199,"Office Supplies"
"Wireless Tawa 5903",2499,"Cookware"
"Classic 2-in-1 Laptop 5904",80299,"Laptops"
"Slim Attar 5905",3899,"Fragrances"
"Pro Science Book 5906",1299,"Non-Fiction"
"Lite Dash Camera",13599,"Automotive"
"High Performance Deodorant",399,"Beauty & Personal Care"
"Professional Jacket 5909",4399,"Clothing"
"Elite Bed Sheet 5910",1399,"Bedding"
"Smart Saree 5911",3999,"Women Fashion"
"Ultra Yoga Block 5912",2199,"Yoga"
"Pro Car Polish 5913",1899,"Car Accessories"
"Elite USB Hub 5914",5999,"Electronics"
"Wireless Comforter 5915",5699,"Bedding"
"Smart Printed Tee",1949,"Kids Wear"
"Advanced Screen Protector 5917",1699,"Accessories"
"Portable Eye Cream 5918",4549,"Skincare"
"Fast Camera Phone 5919",65499,"Smartphones"
"Fast Textbook 5920",2899,"Academic"
"Eco Friendly Tawa 5921",3499,"Cookware"
"Elite Foam Puzzle",1249,"Puzzles"
"Digital Mixer Grinder 5923",26399,"Appliances"
"Heavy Duty Camera Phone 5924",48099,"Smartphones"
"Elite Sofa 5925",8499,"Furniture"
"Dual Travel Guide 5926",1299,"Non-Fiction"
"Heavy Duty Dumbbell Set",6599,"Sports & Fitness"
"Professional Kurta",2999,"Men Fashion"
"Digital 500 Piece Puzzle 5929",1599,"Puzzles"
"Dual Dino Figure 5930",4199,"Action Figures"
"Portable Kurti 5931",3349,"Women Fashion"
"Classic Meditation Cushion",2799,"Yoga"
"Heavy Duty Kadai 5933",3199,"Cookware"
"Ultra Power Bank 5934",1299,"Accessories"
"Heavy Duty Foam Roller 5935",2199,"Yoga"
"Professional Remote Control Car 5936",2699,"Toys & Games"
"Lite Remote Control Car 5937",4199,"Toys & Games"
"Dual Remote Control Car 5938",6399,"Toys & Games"
"Ergonomic Comforter 5939",799,"Bedding"
"Heavy Duty Pliers 5940",849,"Tools & Hardware"
"High Performance Card Game 5941",2899,"Board Games"
"Premium Bed Sheet 5942",3799,"Bedding"
"High Performance Catan 5943",2449,"Board Games"
"Portable Office Chair 5944",49099,"Furniture"
"Fast Stand",199,"Accessories"
"Pro Blazer 5946",3399,"Men Fashion"
"Pro Wooden Puzzle 5947",1799,"Puzzles"
"Heavy Duty Earbuds 5948",11099,"Electronics"
"Heavy Duty LED Monitor 5949",49299,"Electronics"
"Smart Car Polish",1099,"Car Accessories"
"Dual Screwdriver Set 5951",1049,"Tools & Hardware"
"Smart Screwdriver Set 5952",899,"Tools & Hardware"
"Advanced Self Help Book 5953",999,"Books"
"Professional Bike Lock 5954",2999,"Cycling"
"Portable Pliers 5955",1999,"Tools & Hardware"
"Digital Treadmill 5956",64399,"Gym Equipment"
"Heavy Duty Textbook 5957",2999,"Academic"
"Premium Face Wash 5958",1499,"Beauty & Personal Care"
"Professional Jacket 5959",4299,"Clothing"
"Heavy Duty Blazer",1599,"Men Fashion"
"Compact School Uniform 5961",2299,"Kids Wear"
"High Performance Leggings 5962",2149,"Women Fashion"
"Slim Drawing Tablet 5963",66699,"Tablets"
"Classic Card Game 5964",699,"Board Games"
"Heavy Duty 500 Piece Puzzle",1399,"Puzzles"
"Dual Sandals 5966",7899,"Footwear"
"Heavy Duty Foam Puzzle 5967",1649,"Puzzles"
"Premium Helmet",1949,"Cycling"
"High Performance Science Kit 5969",649,"Educational Toys"
"Smart Fantasy Book",399,"Fiction"
"Elite Flip Flops",6899,"Footwear"
"Pro File Folder 5972",99,"Office Supplies"
"Elite Eau de Toilette 5973",9999,"Fragrances"
"Pro Moisturiser 5974",2899,"Beauty & Personal Care"
"Classic Denim Jeans 5975",3799,"Clothing"
"Smart Tyre Inflator",649,"Car Accessories"
"Ultra Science Book 5977",1499,"Non-Fiction"
"Ergonomic 3D Puzzle",1699,"Puzzles"
"Premium Iron Box",16199,"Appliances"
"Ergonomic Kettlebell",48299,"Gym Equipment"
"Smart Car Polish 5981",1899,"Car Accessories"
"Premium Ultrabook 5982",149699,"Laptops"
"Heavy Duty Kadai 5983",3249,"Cookware"
"Classic School Uniform 5984",2099,"Kids Wear"
"Smart Building Blocks",7999,"Toys & Games"
"Professional Ultrabook",135399,"Laptops"
"Digital Face Mask 5987",4699,"Skincare"
"Professional Cookbook",899,"Books"
"High Performance Convertible Tablet 5989",57899,"Tablets"
"Heavy Duty Convertible Tablet 5990",10899,"Tablets"
"Advanced Play Kitchen 5991",2399,"Toys & Games"
"Wireless Measuring Tape",7499,"Tools & Hardware"
"Premium Dumbbell Set 5993",4299,"Sports & Fitness"
"Elite Track Pants",4299,"Men Fashion"
"Lite Graphic Novel",1399,"Comics"
"Ergonomic Android Tablet 5996",39999,"Tablets"
"Lite Manga Volume 5997",1399,"Comics"
"Digital Bookshelf 5998",73199,"Furniture"
"Wireless Remote Control Car 5999",899,"Toys & Games"
"Premium Wok 6000",349,"Cookware"
"Classic Science Kit",1699,"Educational Toys"
"Advanced Convertible Tablet 6002",24799,"Tablets"
"Lite Badminton Racket 6003",2499,"Outdoor Sports"
"Advanced Self Help Book 6004",1799,"Books"
"Eco Friendly School Uniform 6005",499,"Kids Wear"
"Classic Bed Frame 6006",43849,"Furniture"
"Professional Army Set 6007",1599,"Action Figures"
"Ergonomic Face Mask 6008",499,"Skincare"
"Elite Kurta 6009",2699,"Men Fashion"
"Ergonomic Serum 6010",799,"Skincare"
"Fast Gaming Laptop 6011",39699,"Laptops"
"Premium Science Book 6012",899,"Non-Fiction"
"Premium Alphabet Blocks",1949,"Educational Toys"
"Fast Highlighter Set 6014",299,"Stationery"
"Slim Power Bank 6015",2649,"Accessories"
"Heavy Duty True Crime",1499,"Non-Fiction"
"Advanced Cleanser",2299,"Skincare"
"Professional Kadai",5899,"Cookware"
"Advanced Math Kit 6019",1299,"Educational Toys"
"Eco Friendly Joggers 6020",2199,"Kids Wear"
"Elite Body Lotion 6021",1799,"Beauty & Personal Care"
"Wireless Cricket Bat 6022",6799,"Outdoor Sports"
"Classic Power Bank",299,"Accessories"
"Slim Travel Guide 6024",999,"Non-Fiction"
"Portable Formal Shoes 6025",11499,"Footwear"
"Ergonomic Drill Machine 6026",5849,"Tools & Hardware"
"Pro Chess Set 6027",2999,"Board Games"
"Pro Math Kit 6028",2949,"Educational Toys"
"Lite Ultrabook 6029",135399,"Laptops"
"Professional Power Bank 6030",599,"Accessories"
"Compact Kadai",4799,"Cookware"
"Ultra Non-stick Pan 6032",4099,"Cookware"
"Ultra True Crime 6033",949,"Non-Fiction"
"Ergonomic Hair Mask 6034",2399,"Haircare"
"Portable Highlighter Set 6035",1099,"Stationery"
"Digital Car Charger 6036",8599,"Automotive"
"Compact Army Set 6037",2449,"Action Figures"
"Professional Bed Sheet 6038",7599,"Bedding"
"Portable Water Jug 6039",4499,"Home & Kitchen"
"Wireless Novel 6040",299,"Books"
"Digital Kids Tablet 6041",15299,"Tablets"
"Fast Self Help Book 6042",799,"Books"
"Premium Bluetooth Speaker 6043",42999,"Electronics"
"Ultra Mascara 6044",1699,"Makeup"
"Lite Play Kitchen 6045",4199,"Toys & Games"
"Dual True Crime 6046",1099,"Non-Fiction"
"Compact Graphic Novel 6047",1249,"Comics"
"Elite Tent 6048",6599,"Outdoor Sports"
"Fast Tyre Inflator 6049",1199,"Car Accessories"
"Digital Car Polish",2799,"Car Accessories"
"Slim Frock 6051",1249,"Kids Wear"
"Elite Perfume 6052",1399,"Fragrances"
"Pro Comforter 6053",2799,"Bedding"
"Portable Camera Phone 6054",18999,"Smartphones"
"Digital Drill Machine 6055",5299,"Tools & Hardware"
"Fast Building Blocks 6056",7999,"Toys & Games"
"Ergonomic Camera Phone 6057",53799,"Smartphones"
"Dual Kurta 6058",5349,"Men Fashion"
"Heavy Duty Weight Bench 6059",78899,"Gym Equipment"
"Professional Superhero Comic",1199,"Comics"
"Dual Treadmill 6061",10249,"Gym Equipment"
"Eco Friendly Highlighter Set 6062",799,"Stationery"
"Dual Air Freshener",2099,"Car Accessories"
"Wireless 3D Puzzle 6064",1899,"Puzzles"
"Digital Face Mask 6065",449,"Skincare"
"Pro Body Mist 6066",10699,"Fragrances"
"Compact Hair Mask 6067",1199,"Haircare"
"Professional Sofa 6068",59799,"Furniture"
"Dual Stapler 6069",1499,"Office Supplies"
"Ultra Steering Wheel Cover 6070",13099,"Automotive"
"Wireless Blush 6071",1899,"Makeup"
"Ergonomic Seat Cover",10999,"Automotive"
"Ergonomic Hammer 6073",5099,"Tools & Hardware"
"Pro 500 Piece Puzzle",949,"Puzzles"
"Professional Art Book 6075",649,"Comics"
"Eco Friendly Business Notebook",28199,"Laptops"
"Compact Sci-Fi Novel",799,"Fiction"
"Pro Air Freshener 6078",1599,"Car Accessories"
"Ultra Art Book",399,"Comics"
"Fast Meditation Cushion 6080",1299,"Yoga"
"Dual Notebook 6081",999,"Stationery"
"Wireless Frock",299,"Kids Wear"
"Wireless Manga Volume 6083",1199,"Comics"
"Fast Dash Camera 6084",12999,"Automotive"
"Wireless Textbook 6085",499,"Academic"
"Eco Friendly Reference Guide 6086",2699,"Academic"
"Lite Ab Roller 6087",3599,"Sports & Fitness"
"Dual Sunscreen 6088",1199,"Beauty & Personal Care"
"Heavy Duty Pull-up Bar 6089",32799,"Gym Equipment"
"Pro Budget Phone 6090",92899,"Smartphones"
"Classic Sleeping Bag",3599,"Outdoor Sports"
"Dual Moisturiser 6092",299,"Beauty & Personal Care"
"Ultra Charging Cable",3199,"Accessories"
"Slim Cycling Gloves 6094",3799,"Cycling"
"Classic Sleeping Bag 6095",7249,"Outdoor Sports"
"Ergonomic Resistance Band",10199,"Sports & Fitness"
"Dual Running Shoes 6097",5999,"Footwear"
"Eco Friendly Bed Frame 6098",26849,"Furniture"
"Wireless Weight Bench 6099",10749,"Gym Equipment"
"Elite Kadai 6100",5999,"Cookware"
"High Performance Hoodie",3999,"Clothing"
"Premium 3D Puzzle 6102",1499,"Puzzles"
"Classic Sticky Notes 6103",2499,"Office Supplies"
"Eco Friendly Alphabet Blocks 6104",499,"Educational Toys"
"High Performance Practice Tests 6105",2799,"Academic"
"High Performance Pressure Cooker 6106",4299,"Cookware"
"Smart Cutting Board 6107",899,"Home & Kitchen"
"Portable Self Help Book",1499,"Books"
"Ultra School Uniform 6109",749,"Kids Wear"
"Lite Reference Guide 6110",1299,"Academic"
"Dual Mixer Grinder",39199,"Appliances"
"Slim Card Game",2699,"Board Games"
"Advanced Graphic Novel",699,"Comics"
"Portable Building Blocks 6114",4699,"Toys & Games"
"Premium Barbell 6115",59749,"Gym Equipment"
"Lite Card Game 6116",2249,"Board Games"
"Lite Hair Oil 6117",1499,"Haircare"
"Smart Air Fryer 6118",38549,"Appliances"
"Digital Car Charger 6119",12299,"Automotive"
"Advanced Wok 6120",5199,"Cookware"
"Fast Drawing Tablet 6121",69399,"Tablets"
"Professional Puzzle Map 6122",1149,"Educational Toys"
"Eco Friendly Alphabet Blocks 6123",1199,"Educational Toys"
"High Performance Dash Camera",4899,"Automotive"
"Pro Chinos",6899,"Men Fashion"
"Heavy Duty Office Chair 6126",61699,"Furniture"
"Portable Android Phone 6127",99349,"Smartphones"
"Smart Tent",3299,"Outdoor Sports"
"Pro Blouse 6129",7699,"Women Fashion"
"High Performance Self Help Book 6130",1499,"Books"
"Pro Polo Shirt 6131",2049,"Men Fashion"
"Professional Globe",1699,"Educational Toys"
"Eco Friendly Globe 6133",3449,"Educational Toys"
"Ergonomic Play Kitchen 6134",2049,"Toys & Games"
"Wireless Building Blocks 6135",5299,"Toys & Games"
"Compact LED Monitor 6136",69199,"Electronics"
"Ergonomic Cricket Bat 6137",14149,"Outdoor Sports"
"Digital Room Freshener 6138",2949,"Fragrances"
"Portable Printed Tee 6139",1599,"Kids Wear"
"Fast Mixer Grinder 6140",28699,"Appliances"
"Elite Graphic Novel 6141",799,"Comics"
"Fast Chess Set 6142",1399,"Board Games"
"Fast Cleanser 6143",1899,"Skincare"
"Dual Shampoo",2399,"Haircare"
"Eco Friendly Gaming Laptop 6145",105599,"Laptops"
"Professional Flip Flops",4149,"Footwear"
"Slim Jacket 6147",2499,"Clothing"
"Compact Measuring Tape 6148",6399,"Tools & Hardware"
"Smart Doll House 6149",2549,"Toys & Games"
"Digital Badminton Racket 6150",13699,"Outdoor Sports"
"Advanced Romance Novel",599,"Fiction"
"Advanced Romance Novel 6152",449,"Fiction"
"Slim Desk Organiser 6153",449,"Office Supplies"
"Professional Notebook",899,"Stationery"
"Digital Yoga Mat 6155",14599,"Sports & Fitness"
"Lite Seat Cover 6156",9949,"Automotive"
"Pro Superhero Figure 6157",3799,"Action Figures"
"High Performance Face Mask 6158",3299,"Skincare"
"Advanced T-Shirt 6159",2099,"Clothing"
"Wireless True Crime 6160",1299,"Non-Fiction"
"Advanced School Uniform 6161",849,"Kids Wear"
"Ultra Non-stick Pan 6162",2199,"Cookware"
"Professional Frock 6163",649,"Kids Wear"
"Smart Mascara 6164",149,"Makeup"
"Fast Thriller Novel 6165",699,"Fiction"
"High Performance Eye Cream 6166",3399,"Skincare"
"Smart Anime Figure 6167",3149,"Action Figures"
"Digital Whiteboard 6168",1399,"Office Supplies"
"Digital Android Phone 6169",75199,"Smartphones"
"Elite Dictionary 6170",1699,"Books"
"Heavy Duty Smart Watch 6171",29099,"Electronics"
"Dual Convertible Tablet",34999,"Tablets"
"Smart Bluetooth Speaker 6173",18599,"Electronics"
"Premium Serum 6174",2899,"Skincare"
"Ultra Frock 6175",249,"Kids Wear"
"Slim 1000 Piece Puzzle 6176",1099,"Puzzles"
"Portable Sleeping Bag 6177",4899,"Outdoor Sports"
"Fast Ceiling Fan 6178",35949,"Appliances"
"Dual LED Monitor 6179",61799,"Electronics"
"Classic Jump Rope 6180",9899,"Sports & Fitness"
"Digital Business Notebook 6181",120899,"Laptops"
"Wireless Business Notebook 6182",92999,"Laptops"
"Advanced Dinner Set 6183",1199,"Home & Kitchen"
"Portable Foundation 6184",4699,"Makeup"
"Wireless Kurti 6185",7249,"Women Fashion"
"Smart Android Phone",93099,"Smartphones"
"High Performance Novel 6187",1899,"Books"
"Fast Car Vacuum Cleaner",8399,"Automotive"
"Eco Friendly Sketch Pens 6189",1099,"Stationery"
"Advanced Philosophy Book 6190",1399,"Non-Fiction"
"Professional Kurti",1499,"Women Fashion"
"Slim Remote Control Car",7299,"Toys & Games"
"Portable Tyre Inflator 6193",699,"Car Accessories"
"Lite Blazer 6194",3199,"Men Fashion"
"Dual Bed Sheet 6195",1499,"Bedding"
"Elite Cleanser 6196",2699,"Skincare"
"Classic Flagship Smartphone",51899,"Smartphones"
"Ergonomic Conditioner 6198",2299,"Haircare"
"Slim Moisturiser",1599,"Beauty & Personal Care"
"High Performance File Folder 6200",2849,"Office Supplies"
"Classic Bookshelf",38399,"Furniture"
"Compact Screwdriver Set 6202",1799,"Tools & Hardware"
"Eco Friendly Dinner Set 6203",2599,"Home & Kitchen"
"Slim Graphic Novel 6204",799,"Comics"
"Premium Monopoly 6205",2699,"Board Games"
"Dual Business Notebook 6206",117849,"Laptops"
"Classic Football 6207",399,"Outdoor Sports"
"Heavy Duty Leggings",899,"Women Fashion"
"Eco Friendly Toner 6209",4499,"Skincare"
"Classic Treadmill 6210",74499,"Gym Equipment"
"Heavy Duty Tyre Inflator 6211",1349,"Car Accessories"
"Eco Friendly Highlighter Set 6212",449,"Stationery"
"Premium Football 6213",10099,"Outdoor Sports"
"Premium Sneakers 6214",1899,"Footwear"
"Heavy Duty Notebook 6215",1499,"Stationery"
"Dual Phone Case 6216",1799,"Accessories"
"Dual Charging Cable 6217",1949,"Accessories"
"Classic Art Book 6218",1099,"Comics"
"Eco Friendly Foam Roller 6219",1199,"Yoga"
"Eco Friendly Barbell 6220",79499,"Gym Equipment"
"High Performance Jump Rope 6221",14499,"Sports & Fitness"
"Premium Highlighter Set",799,"Stationery"
"Compact Screwdriver Set 6223",5999,"Tools & Hardware"
"Heavy Duty Hair Mask 6224",999,"Haircare"
"Pro Quilt 6225",3999,"Bedding"
"Pro Denim Jeans 6226",1799,"Clothing"
"Elite Barbell",45599,"Gym Equipment"
"Smart Moisturiser 6228",2599,"Beauty & Personal Care"
"Ergonomic LED Monitor 6229",8949,"Electronics"
"Ergonomic Shampoo 6230",2099,"Haircare"
"Digital Perfume 6231",2299,"Fragrances"
"Smart True Crime",549,"Non-Fiction"
"Premium Power Bank 6233",3299,"Accessories"
"Premium 2-in-1 Laptop",118499,"Laptops"
"Professional Drawing Tablet 6235",76099,"Tablets"
"Smart 500 Piece Puzzle",1799,"Puzzles"
"Pro Cutting Board",2149,"Home & Kitchen"
"High Performance Study Material 6238",2899,"Academic"
"Ultra Stand 6239",399,"Accessories"
"Portable Manga Volume 6240",1199,"Comics"
"Compact Gaming Laptop 6241",26399,"Laptops"
"Advanced Blazer 6242",1549,"Men Fashion"
"Compact Notebook 6243",1399,"Stationery"
"Ergonomic Phone Case 6244",1699,"Accessories"
"Slim Blazer 6245",2099,"Men Fashion"
"High Performance Cricket Bat 6246",18399,"Outdoor Sports"
"Fast Sandals 6247",1399,"Footwear"
"Pro Treadmill",24849,"Gym Equipment"
"Smart Bluetooth Speaker 6249",31999,"Electronics"
"Eco Friendly 3D Puzzle",399,"Puzzles"
"Pro Novel 6251",1999,"Books"
"Fast Sneakers 6252",1099,"Footwear"
"Premium Formal Shoes 6253",3199,"Footwear"
"Digital Barbell 6254",78099,"Gym Equipment"
"Classic Perfume 6255",5399,"Fragrances"
"Classic Foam Puzzle 6256",1899,"Puzzles"
"Elite Convertible Tablet",61899,"Tablets"
"Classic Dress 6258",1849,"Women Fashion"
"Dual Car Charger 6259",12399,"Automotive"
